dbpedia_3912,footballmatch soccertournament footballmatch footballmatch footballmatch footballmatch footballmatch footballmatch footballmatch
dbpedia_23314,televisionepisode televisionepisode televisionepisode televisionepisode televisionepisode televisionepisode televisionepisode televisionepisode televisionepisode
dbpedia_19823,businessperson person town medician chessplayer ship _ hospital building
dbpedia_21397,album single single artist single single single single single single
dbpedia_3191,_ _ militaryconflict militaryunit militaryunit militaryunit militaryperson militaryunit _
dbpedia_18563,building school school school _ school officeholder _ school
dbpedia_19114,planet scientist thing planet artificialsatellite artwork _ book _
dbpedia_13642,album album album single film single single single book album
dbpedia_20239,militarystructure militaryconflict building soccerplayer building school _ _ thing
dbpedia_20570,river book _ town videogame book comicstrip book _
dbpedia_17323,album album thing band song album album film single song
dbpedia_12220,_ village person award _ nationalfootballleagueseason chemicalcompound _ _
dbpedia_13314,_ _ _ company film _ _ _ _
dbpedia_3047,artwork thing mammal soccerleague _ _ film soccerplayer film
dbpedia_9126,thing comedian actor screenwriter person person televisionepisode person person thing
dbpedia_2906,thing _ militaryunit company thing _ company _ company
dbpedia_21657,person televisionshow _ band _ televisionshow musicalartist thing _
dbpedia_2824,_ person _ person _ _ _ _ person
dbpedia_2821,reptile _ reptile _ organisation reptile insect _ reptile
dbpedia_6733,album single album single album film album televisionshow album
dbpedia_15113,book book book _ _ writer thing book _
dbpedia_18698,settlement album airport _ _ single settlement album single
dbpedia_20498,_ _ martialartist company beverage _ baseballplayer mammal _
dbpedia_7757,chemicalcompound chemicalcompound _ _ _ _ _ _ _
dbpedia_15498,scientist scientist diocese settlement soccerclub soccerclub diocese settlement settlement
dbpedia_1700,chemicalcompound _ _ _ _ _ _ _ _
dbpedia_2594,militaryconflict thing thing _ militaryconflict _ _ thing _
dbpedia_1712,thing person person album thing person _ band _
dbpedia_2928,city city protectedarea _ city town city city city
dbpedia_15941,insect building university university album film _ _ album
dbpedia_13882,chemicalcompound _ _ company _ _ _ _ writer
dbpedia_11670,museum crater astronaut city artificialsatellite astronaut astronaut airport astronaut
dbpedia_5923,thing _ artificialsatellite thing _ _ _ automobile artificialsatellite
dbpedia_6463,thing plant chemicalcompound plant _ chemicalcompound thing _ _
dbpedia_13832,_ _ _ _ _ chemicalcompound _ chemicalcompound chemicalcompound
dbpedia_21176,_ _ _ _ person person company company televisionshow
dbpedia_173,planet thing person thing film thing _ island thing
dbpedia_17854,thing musicalartist single _ _ _ swimmer _ thing
dbpedia_15961,_ officeholder politicalparty officeholder politicalparty thing officeholder politicalparty _
dbpedia_9617,brain brain _ _ _ artery brain _ _
dbpedia_21544,_ _ _ _ award hospital writtenwork cardinal book
dbpedia_22898,beachvolleyballplayer person volleyballplayer thing televisionshow _ _ settlement company
dbpedia_1854,televisionshow station _ railwayline station station station settlement railwayline
dbpedia_9396,_ _ _ _ _ _ _ officeholder _
dbpedia_22744,videogame book comicstrip book book book person book film
dbpedia_15336,crustacean organisation thing thing writer thing _ thing thing
dbpedia_20387,primeminister officeholder noble officeholder village _ _ person _
dbpedia_2148,album person _ _ televisionshow album _ _ _
dbpedia_4898,_ thing musicalartist _ thing _ thing settlement _
dbpedia_9292,thing _ _ _ _ person book _ single
dbpedia_20909,thing _ militaryconflict _ _ _ militaryconflict _ militaryconflict
dbpedia_3582,chemicalcompound drug plant drug drug drug drug drug drug
dbpedia_10664,museum _ footballmatch soccerclub basketballteam cyclist cyclingteam event basketballplayer
dbpedia_13042,film film album book film televisionshow fictionalcharacter film film film
dbpedia_1818,historicplace building _ building convention _ settlement tennistournament thing
dbpedia_3383,person film thing album _ _ _ thing _
dbpedia_9262,city historicbuilding saint library historicbuilding religiousbuilding building _ holiday
dbpedia_16225,film film band film musicalartist musicalartist album film musical
dbpedia_20481,river _ river river river _ river river river
dbpedia_17418,rugbyplayer rugbyplayer rugbyplayer rugbyclub rugbyclub rugbyclub rugbyplayer rugbyclub rugbyclub
dbpedia_1924,settlement person _ _ company company company settlement company
dbpedia_20658,_ _ _ thing city _ _ tabletennisplayer animal
dbpedia_21613,road _ _ thing settlement settlement settlement settlement building
dbpedia_4522,noble noble _ televisionepisode _ officeholder _ _ _
dbpedia_17379,_ thing administrativeregion settlement settlement _ museum _ settlement
dbpedia_16220,single single single settlement person thing film settlement settlement
dbpedia_13810,thing _ _ _ _ _ road _ _
dbpedia_18815,musicalartist historicplace militaryperson _ thing _ thing _ _
dbpedia_10265,disease disease disease _ _ _ _ protein disease
dbpedia_18247,school stadium university school stadium university _ _ soccerplayer
dbpedia_9722,film thing _ _ film soccerplayer _ _ thing
dbpedia_7302,company _ thing _ _ _ architect building person
dbpedia_17329,_ _ album _ militaryconflict album _ settlement televisionshow
dbpedia_15318,museum thing _ _ thing thing thing _ militaryconflict
dbpedia_20049,militaryunit militaryconflict thing militaryperson _ _ _ militaryunit militaryunit
dbpedia_21078,cheese actor militaryconflict film person royalty televisionshow christianbishop historicbuilding
dbpedia_13992,musicalartist band book album band song musicalartist album _
dbpedia_13429,person fictionalcharacter televisionshow politician fictionalcharacter musicalartist fictionalcharacter person musicalartist
dbpedia_19161,handballplayer company person company book book soccerclubseason _ person
dbpedia_9736,building person ship officeholder thing officeholder election _ _
dbpedia_12011,book thing organisation soccerclub writtenwork building _ lake road
dbpedia_21188,radiostation televisionstation _ _ _ _ _ _ _
dbpedia_8519,_ royalty settlement _ _ _ country militaryconflict _
dbpedia_14927,film film person thing film album thing album thing
dbpedia_314,thing thing _ thing thing award militaryperson writer _
dbpedia_9297,thing _ album publisher _ _ _ film thing
dbpedia_14594,album thing album band hollywoodcartoon book band album person
dbpedia_22957,congressman memberofparliament person officeholder _ officeholder thing company thing
dbpedia_5316,athlete athlete _ thing athlete athlete athlete athlete athlete
dbpedia_6570,planet planet planet planet planet planet asteroid planet planet planet
dbpedia_11205,organisation book writtenwork book _ book book writer _
dbpedia_4293,thing thing _ organisation _ officeholder _ organisation _
dbpedia_2699,noble noble noble person musicalartist _ _ saint _
dbpedia_12050,single song single single song song song single album single
dbpedia_20417,settlement road administrativeregion thing school road settlement road road
dbpedia_22782,software software _ _ company software _ software software
dbpedia_2392,_ _ _ _ thing _ _ _ _
dbpedia_14790,diocese diocese _ _ _ _ diocese _ _
dbpedia_22611,televisionshow _ musicalartist televisionshow thing televisionshow televisionshow televisionshow _
dbpedia_4459,royalty _ thing person album _ _ book _
dbpedia_21142,song _ _ _ _ _ _ thing officeholder
dbpedia_19907,single televisionshow musicalartist person single televisionepisode televisionshow thing building company
dbpedia_16466,thing thing _ militaryconflict _ militaryconflict thing militaryconflict _
dbpedia_19706,publictransitsystem mayor _ _ company person thing _ _
dbpedia_15509,writtenwork televisionseason writer _ _ single film _ _
dbpedia_19932,building cleric _ _ thing _ person _ _
dbpedia_7958,book book writer _ televisionshow historian book _ person
dbpedia_14861,bird bird bird bird bird bird bird plant bird
dbpedia_19181,_ _ _ _ christianbishop _ saint televisionshow _
dbpedia_10914,person thing thing book thing _ _ thing band
dbpedia_14317,thing reptile insect settlement plant plant insect settlement _
dbpedia_12295,person person person person thing musicalartist thing film person person
dbpedia_414,station bridge university _ university _ _ _ stadium
dbpedia_15183,academicjournal academicjournal academicjournal academicjournal magazine academicjournal academicjournal organisation academicjournal scientist
dbpedia_14056,musicalartist _ settlement _ settlement _ _ theatre thing
dbpedia_10332,company company company company company _ thing company _
dbpedia_19448,thing _ _ _ _ thing _ _ _
dbpedia_18948,televisionstation radiostation _ televisionstation televisionstation televisionstation radiostation televisionstation televisionstation
dbpedia_18673,company person company company company _ televisionstation _ company
dbpedia_4177,building _ _ _ thing historicplace _ _ _
dbpedia_13296,_ _ film person _ _ film film person
dbpedia_790,icehockeyleague icehockeyleague _ _ _ _ _ _ _
dbpedia_3738,lake settlement town settlement settlement settlement _ bird building
dbpedia_21374,election officeholder officeholder officeholder officeholder officeholder officeholder officeholder officeholder
dbpedia_23073,mammal organisation cave insect cave thing soccermanager _ settlement
dbpedia_14647,galaxy _ _ _ _ _ _ _ galaxy
dbpedia_6040,_ _ _ _ chemicalcompound chemicalcompound _ chemicalcompound chemicalcompound
dbpedia_20253,radioprogram person film company company _ person shoppingmall _
dbpedia_3843,single thing officeholder militaryperson _ album person christianbishop song
dbpedia_7397,aircraft aircraft airport aircraft airline airline _ airline airline
dbpedia_20926,ncaateamseason soccerplayer soccerplayer soccerplayer ncaateamseason ncaateamseason ncaateamseason ncaateamseason ncaateamseason
dbpedia_10758,_ _ _ _ _ militaryconflict mountainrange _ _
dbpedia_17182,officeholder book person thing person thing businessperson scientist thing
dbpedia_9408,drug person drug _ thing plant drug _ _
dbpedia_16270,_ noble artwork noble _ noble artwork royalty artwork
dbpedia_12971,amphibian memberofparliament _ fish amphibian village amphibian insect _
dbpedia_12975,thing _ thing _ _ thing book _ _
dbpedia_11818,thing animal chemicalcompound thing _ supremecourtoftheunitedstatescase drug _ _
dbpedia_12677,single thing officeholder militaryperson _ album person christianbishop song
dbpedia_17891,_ _ _ drug _ _ _ _ thing
dbpedia_4409,film book poem _ musicalartist album _ _ _
dbpedia_6848,thing _ _ person thing _ soccermanager film _
dbpedia_13273,historicplace _ _ _ thing _ _ historicplace artwork
dbpedia_11234,_ person academicjournal philosopher _ _ person thing thing
dbpedia_14649,_ thing thing televisionshow thing _ _ officeholder _
dbpedia_19693,historian person person town _ company university building _
dbpedia_3388,country country country country _ thing thing settlement _
dbpedia_11013,book book book book book book person televisionshow book
dbpedia_5209,_ person _ scientist thing person scientist person economist
dbpedia_14707,_ _ person businessperson person _ person person _
dbpedia_15992,thing christianbishop settlement _ _ city organisation _ building
dbpedia_23333,_ _ _ film _ _ artistdiscography _ thing
dbpedia_20105,criminal criminal person person person criminal criminal congressman _
dbpedia_13221,film writer _ _ single _ film building single
dbpedia_11761,currency _ _ _ _ _ thing currency currency
dbpedia_15360,_ academicjournal biologicaldatabase _ scientist _ _ software _
dbpedia_15044,thing _ _ _ _ album adultactor _ _
dbpedia_10759,_ _ university insect plant university _ videogame fish
dbpedia_1011,album album single settlement single single album university governmentagency single
dbpedia_9094,person person televisionshow film thing film televisionshow artwork single
dbpedia_5612,_ thing film single song song album album single
dbpedia_9615,militaryperson tennisplayer person _ chemicalcompound _ _ _ _
dbpedia_8196,thing _ thing _ thing award _ _ _
dbpedia_5151,settlement governmentagency governmentagency _ _ _ _ _ _
dbpedia_13321,book book book book _ _ book _ book
dbpedia_11422,_ _ _ thing thing _ _ _ _
dbpedia_22233,school school school school americanfootballplayer school school historicplace school thing
dbpedia_8179,company _ architect person bridge building _ _ stadium
dbpedia_21937,formulaoneteam formulaoneteam motorcyclerider formulaoneteam formulaoneteam formulaoneteam _ formulaoneteam formulaoneteam
dbpedia_23441,settlement _ settlement _ _ _ _ _ settlement
dbpedia_16439,band band single album album thing single band single band
dbpedia_19800,televisionshow university person settlement settlement settlement televisionshow thing protectedarea
dbpedia_10232,academicjournal thing thing _ thing _ _ _ thing
dbpedia_13531,insect _ _ _ university _ _ _ university
dbpedia_3210,royalty royalty royalty thing royalty royalty royalty person royalty
dbpedia_2979,_ _ thing _ _ thing _ _ _
dbpedia_16324,river river _ river river river river _ river
dbpedia_132,award noble historicplace _ _ _ militaryperson _ _
dbpedia_6566,_ _ _ ethnicgroup _ ethnicgroup _ _ _
dbpedia_17256,film film person film film film single person _
dbpedia_12884,park _ militaryconflict _ _ _ thing _ militaryunit
dbpedia_16771,_ _ _ _ _ _ _ _ _
dbpedia_13979,person thing artist book film album person website thing
dbpedia_8866,_ _ _ thing _ award _ _ _
dbpedia_21238,ship ship ship ship ship _ airport ship ship
dbpedia_19947,single song album song song album song musical film song
dbpedia_16666,person film film _ film thing _ film film
dbpedia_13229,_ scientist _ _ _ _ _ _ thing
dbpedia_20812,thing writer televisionshow televisionshow thing televisionshow _ thing _
dbpedia_21198,_ _ bodyofwater thing lake bay lake thing lake
dbpedia_6839,album musical _ _ film album album album film
dbpedia_22487,musicalartist company person company company company company company company
dbpedia_4416,book _ writer film writtenwork thing award _ _
dbpedia_20342,album album album album album album thing musicalartist single
dbpedia_20727,book person politician person soccerplayer basketballplayer album officeholder band
dbpedia_3742,person ship cricketer racehorse book restaurant single album _
dbpedia_12352,chemicalcompound chemicalcompound mineral chemicalcompound chemicalcompound mineral mineral chemicalcompound _
dbpedia_1456,thing writer _ _ thing _ _ philosopher _
dbpedia_10325,album single album album album film album single televisionshow
dbpedia_9747,_ _ _ _ thing _ _ televisionshow nonprofitorganisation
dbpedia_4229,film _ _ book album thing _ _ _
dbpedia_5946,figureskater figureskater figureskater figureskater figureskater figureskater musicalartist thing figureskater
dbpedia_1671,single album film album _ book album _ album
dbpedia_12351,_ album _ album _ company _ _ _
dbpedia_14,_ album album book _ _ motorcycle album _
dbpedia_21745,videogame person _ _ videogame film _ _ person
dbpedia_5682,book thing book film thing _ _ book book
dbpedia_13239,economist _ scientist judge thing _ _ award _
dbpedia_5592,album album album album album person software _ _
dbpedia_9096,film person _ film thing film film film film
dbpedia_18108,televisionshow album thing _ televisionepisode _ _ _ _
dbpedia_13197,artificialsatellite _ thing artificialsatellite artificialsatellite artificialsatellite artificialsatellite artificialsatellite _
dbpedia_3822,book _ _ _ _ _ _ _ _
dbpedia_20350,rocket aircraft company _ rocket aircraft _ _ company
dbpedia_3347,band band album artistdiscography musicalartist musicalartist album musicalartist single song
dbpedia_2505,organisation nonprofitorganisation person baseballplayer _ _ lake album _
dbpedia_14185,footballleagueseason royalty _ book album _ _ album _
dbpedia_14087,_ _ organisation _ album _ insect _ insect
dbpedia_7569,_ _ _ _ _ mountain _ _ _
dbpedia_15389,publisher album _ film thing _ _ artist person
dbpedia_21497,_ _ chancellor _ memberofparliament memberofparliament memberofparliament christianbishop _
dbpedia_10243,militaryconflict militaryunit militaryunit militaryunit militaryunit militaryunit musicalartist militaryunit militaryunit
dbpedia_8058,economist economist economist film album settlement snookerplayer album newspaper
dbpedia_5389,_ thing musicalartist philosopher album philosopher officeholder thing thing
dbpedia_12044,station album noble album _ _ single album single
dbpedia_2093,_ _ thing videogame _ _ person _ _
dbpedia_12244,diocese _ _ _ televisionshow language thing _ _
dbpedia_22546,animangacharacter _ person person person person _ person musicalartist
dbpedia_17295,garden _ _ _ garden _ _ _ garden
dbpedia_13393,_ _ _ _ _ thing _ _ thing
dbpedia_1211,person planet royalty _ film film _ _ publisher
dbpedia_8082,_ governmentagency _ _ _ _ _ company _
dbpedia_23101,politician person thing building film person officeholder book _
dbpedia_6954,_ organisation _ soccertournament event soccertournament _ _ _
dbpedia_22640,artist song _ _ _ _ _ _ film
dbpedia_13998,single single single settlement person thing film settlement settlement
dbpedia_10615,bridge bridge bridge bridge historicplace bridge building bridge bridge
dbpedia_22095,cardinal film cardinal thing thing person painter volleyballplayer thing
dbpedia_14342,constellation star star star _ star _ galaxy species
dbpedia_13907,album radioprogram single album film newspaper single hollywoodcartoon album
dbpedia_15650,film album person film film _ person play building
dbpedia_7236,ethnicgroup ethnicgroup settlement ethnicgroup thing ethnicgroup _ ethnicgroup ethnicgroup
dbpedia_7319,artwork artwork thing play thing thing officeholder artist artwork
dbpedia_11153,settlement settlement royalty royalty book book royalty _ settlement
dbpedia_10784,film film film thing thing thing film film book
dbpedia_18235,artist person thing person town writer thing _ thing
dbpedia_19296,lake mountain protectedarea mountain mountain mountain mountainrange plant mountain
dbpedia_5911,company company company buscompany company _ thing _ _
dbpedia_1081,settlement insect university _ _ university _ thing _
dbpedia_9625,_ gymnast _ gymnast _ gymnast olympicevent _ gymnast
dbpedia_14981,recordlabel company recordlabel _ company company company _ _
dbpedia_6289,book book book book book writtenwork _ book _
dbpedia_22180,officeholder _ politicalparty _ election officeholder _ _ _
dbpedia_20031,settlement river settlement settlement settlement settlement food food river
dbpedia_12799,thing _ _ televisionshow thing _ airline airline airline
dbpedia_18335,publisher album artist _ _ film thing _ _
dbpedia_8961,soccerclub _ _ _ _ station organisation thing station
dbpedia_6435,city park settlement _ _ settlement school _ school
dbpedia_18635,building _ _ _ settlement _ _ thing person
dbpedia_10519,_ saint settlement _ saint _ saint saint person
dbpedia_21334,automobile automobile _ automobile _ automobile _ automobile automobile
dbpedia_4179,settlement _ artist _ website _ pope _ book
dbpedia_16759,televisionshow film writer thing thing person thing film scientist
dbpedia_21482,thing _ book book book governmentagency book book book
dbpedia_16317,city film televisionshow person book thing _ _ film
dbpedia_22293,person hollywoodcartoon thing film hollywoodcartoon film film person film
dbpedia_5146,nonprofitorganisation award _ _ _ _ _ _ organisation
dbpedia_22612,administrativeregion thing person town _ scientist ship officeholder administrativeregion
dbpedia_20825,thing _ _ _ thing _ _ _ _
dbpedia_20373,film _ building play _ university person company _
dbpedia_12294,_ _ _ _ _ thing _ _ thing
dbpedia_10148,album thing film _ crater film album thing thing
dbpedia_6870,book _ _ _ _ _ _ enzyme thing
dbpedia_23067,officeholder election _ officeholder officeholder officeholder politician politician politician
dbpedia_8062,station food artwork _ _ _ play artwork thing
dbpedia_22593,politicalparty president _ organisation _ album album politicalparty musicalartist
dbpedia_23351,website website website website website website website website website
dbpedia_7753,_ person _ organisation _ island settlement _ _
dbpedia_13498,person person _ _ person person _ person person
dbpedia_7896,thing _ mammal _ _ person mountain _ _
dbpedia_9791,televisionshow writer album musicalartist televisionshow screenwriter thing screenwriter _
dbpedia_2137,americanfootballplayer soccermanager person person musicalartist _ film album _
dbpedia_13830,website videogame _ _ _ thing videogame videogame videogame
dbpedia_12141,royalty royalty royalty noble royalty royalty noble royalty royalty person
dbpedia_3366,officeholder _ settlement _ _ _ _ _ _
dbpedia_12117,soccerplayer soccerplayer soccerplayer soccerplayer _ soccerplayer soccerplayer _ soccerplayer
dbpedia_1860,song song _ _ _ _ _ collegecoach _
dbpedia_21395,militaryconflict film person _ _ congressman film settlement musicalartist
dbpedia_6079,settlement royalty writer royalty thing painter settlement settlement christianbishop
dbpedia_19506,lacrosseplayer _ golfplayer baseballplayer place academicjournal ship cyclist _
dbpedia_16823,_ book film _ _ poem _ writer person
dbpedia_11874,_ book thing _ _ _ militaryconflict _ _
dbpedia_13715,museum _ museum _ building building building building building
dbpedia_19584,basketballplayer _ basketballplayer _ _ basketballteam _ basketballplayer _
dbpedia_8886,_ _ _ _ _ _ _ _ _
dbpedia_19312,officeholder _ person person _ person officeholder thing _
dbpedia_7786,officeholder officeholder judge judge company museum artist judge officeholder
dbpedia_18499,grandprix grandprix grandprix _ grandprix _ grandprix _ _
dbpedia_2683,thing person _ film person film _ thing single
dbpedia_14255,bridge bridge bridge building bridge historicplace bridge _ building
dbpedia_18400,settlement writer _ book _ book _ _ book
dbpedia_21975,_ _ _ _ _ _ _ _ _
dbpedia_1090,_ _ _ game _ _ _ _ game
dbpedia_6225,_ _ _ memberofparliament _ memberofparliament _ _ _
dbpedia_21779,politicalparty politicalparty politicalparty person _ _ election election politicalparty
dbpedia_9364,_ thing _ thing _ _ supremecourtoftheunitedstatescase _ person
dbpedia_9540,disease _ disease organisation disease _ televisionshow disease _
dbpedia_6882,royalty musicalartist royalty chemicalcompound royalty city noble _ _
dbpedia_22174,swimmer film model _ village _ person politician film
dbpedia_21404,televisionshow musicalartist televisionshow televisionshow televisionshow film televisionshow televisionshow televisionshow televisionshow
dbpedia_1596,chemicalcompound enzyme thing _ _ drug thing enzyme drug
dbpedia_22972,person company thing university person building magazine company settlement
dbpedia_16818,award award _ award _ _ road thing protectedarea
dbpedia_18470,thing thing _ comicscharacter _ _ _ comic comicscharacter
dbpedia_2423,_ _ ethnicgroup royalty thing person thing _ _
dbpedia_9287,royalty royalty royalty royalty royalty royalty royalty royalty royalty
dbpedia_236,album album album album album single album album album
dbpedia_6338,soccerplayer _ _ _ soccerclub _ _ school _
dbpedia_21441,organisation _ _ _ album _ _ ship _
dbpedia_14836,royalty mountain insect game _ person publisher thing mountain
dbpedia_6858,_ _ _ _ _ thing _ _ thing
dbpedia_17282,book thing academicjournal golfplayer scientist _ single album album
dbpedia_12467,artist museum museum _ museum museum thing museum person
dbpedia_1916,song single single album album band album album album eurovisionsongcontestentry
dbpedia_66,company fashiondesigner book single company _ drug newspaper play
dbpedia_21729,river river river river river river _ river river
dbpedia_5593,bridge thing bridge bridge bridge bridge bridge bridge bridge bridge
dbpedia_15573,school _ single televisionepisode soccerplayer _ _ settlement _
dbpedia_111,_ _ _ _ _ _ _ _ _
dbpedia_13653,thing officeholder thing thing _ _ writer thing _
dbpedia_5758,historicbuilding building film _ historicbuilding _ _ religiousbuilding diocese
dbpedia_6979,radioprogram thing programminglanguage programminglanguage programminglanguage _ televisionstation _ _
dbpedia_1369,settlement settlement settlement _ _ politician _ _ thing
dbpedia_15235,televisionshow musicalartist thing _ thing _ single _ _
dbpedia_18706,officeholder film company band film album _ officeholder chemicalcompound
dbpedia_8168,thing _ _ _ _ administrativeregion _ _ _
dbpedia_18038,election election election election _ election _ _ thing
dbpedia_14997,book televisionshow _ _ _ nonprofitorganisation book book _
dbpedia_7139,food _ _ _ _ _ restaurant food _
dbpedia_11711,person award thing _ _ person person person person
dbpedia_14165,film film film film film film film film film
dbpedia_1863,album _ person film album single radioprogram thing single
dbpedia_13090,_ _ _ station station album soccerclub mayor settlement
dbpedia_4746,thing thing person _ _ person person person thing
dbpedia_13114,award _ athlete venue soccerclub _ soccerclub athlete olympicevent
dbpedia_10464,thing holiday thing _ _ publisher organisation organisation _
dbpedia_536,award award award award award award award award award award
dbpedia_20260,hospital thing university hospital _ university university hospital hospital
dbpedia_20030,televisionshow fictionalcharacter _ thing _ _ film song person
dbpedia_22348,person film publisher adultactor album film film model film
dbpedia_17686,person scientist politician musicalartist _ _ scientist officeholder thing
dbpedia_13844,televisionseason song person person person saint film publisher radiostation
dbpedia_15334,thing politicalparty politicalparty _ _ _ politicalparty _ _
dbpedia_20279,company _ radiostation _ company _ thing company televisionshow
dbpedia_3741,thing thing _ _ _ _ thing book _
dbpedia_1068,_ scientist _ _ officeholder _ thing _ settlement
dbpedia_18865,person collegecoach collegecoach basketballplayer basketballplayer _ collegecoach _ collegecoach
dbpedia_13160,person film person writer film noble _ _ _
dbpedia_11408,crater country _ artwork _ film _ _ _
dbpedia_12060,album album single album album album album album album
dbpedia_9629,publisher album building _ film thing _ _ artist
dbpedia_2555,_ building organisation _ person _ _ airport nonprofitorganisation
dbpedia_20574,_ thing _ _ book _ language thing _
dbpedia_4567,software software software videogame software videogame company videogame thing thing
dbpedia_3378,station station station station station station station station station
dbpedia_23334,_ _ thing _ _ _ organisation _ _
dbpedia_1600,building administrativeregion administrativeregion city ship _ school _ _
dbpedia_20731,televisionepisode televisionshow company televisionshow televisionshow musicalartist single thing album televisionshow
dbpedia_18067,religious soccermanager thing lake videogame book _ _ comicstrip
dbpedia_1163,chemicalcompound _ _ _ chemicalcompound _ chemicalcompound drug thing
dbpedia_13556,animal _ _ _ _ _ _ _ amphibian
dbpedia_17662,_ book _ book book writer _ thing _
dbpedia_16230,film album _ _ historian book _ book scientist
dbpedia_1150,televisionshow hollywoodcartoon fictionalcharacter film videogame _ film book book
dbpedia_2900,_ _ _ _ person person thing _ _
dbpedia_20231,soccerclub soccerclub soccerclub soccerclub soccerclub sportsteam soccerclub soccerclub soccerclub
dbpedia_13194,thing _ _ _ _ royalty _ _ _
dbpedia_13425,planet thing thing planet planet thing planet planet planet
dbpedia_11465,person award award person award award award award person
dbpedia_11896,_ writtenwork _ _ _ _ _ _ song
dbpedia_23244,person film person person thing thing film thing band thing
dbpedia_20147,river settlement settlement river park _ _ lake protectedarea
dbpedia_16169,disease _ species _ eukaryote bodyofwater disease _ _
dbpedia_3500,artery vein vein vein _ _ insect disease anatomicalstructure
dbpedia_16009,thing thing collegecoach thing film film single ncaateamseason ncaateamseason
dbpedia_10980,_ _ archaea _ _ _ _ _ _
dbpedia_19406,_ _ _ book _ book book book _
dbpedia_15177,film album bank sportsteam aircraft americanfootballplayer sportsteam book sportsteam snookerplayer
dbpedia_5240,_ administrativeregion _ school _ _ _ _ building
dbpedia_2243,film album album writer album filmfestival film album thing person
dbpedia_2497,_ film film _ _ _ _ _ person
dbpedia_5879,place river river river river thing river river river river
dbpedia_4940,_ _ _ _ road _ _ _ _
dbpedia_17350,settlement university administrativeregion _ administrativeregion university administrativeregion _ thing
dbpedia_20925,gridironfootballplayer chemicalcompound videogame book governmentagency comicstrip book _ book
dbpedia_8987,_ album _ thing televisionepisode _ publisher _ _
dbpedia_21337,road road road building settlement road road road road
dbpedia_19193,village thing _ administrativeregion _ _ thing settlement _
dbpedia_8650,film company _ televisionshow film televisionshow televisionshow televisionshow person
dbpedia_7540,rocket launchpad yearinspaceflight launchpad building launchpad artificialsatellite _ launchpad
dbpedia_13031,person _ album _ film scientist publisher album person
dbpedia_18627,televisionshow person televisionshow thing thing thing _ _ person
dbpedia_16231,station station _ railwaystation station station railwaystation station station
dbpedia_18182,businessperson _ _ businessperson musicalartist cricketer _ person _
dbpedia_12478,scientist _ legislature _ _ officeholder officeholder election thing
dbpedia_15041,holiday _ _ holiday _ holiday film _ _
dbpedia_20243,station building village person road _ road _ person
dbpedia_16171,_ _ artist _ thing _ thing _ _
dbpedia_5747,chemicalcompound chemicalcompound _ chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound
dbpedia_6829,album _ company _ film software thing album thing
